SK_ID_CURR,predicted_income
173479,204913
57263,136962
55605,252582
70287,331300
255418,115362
135408,132362
314696,217681
79889,128084
95034,249574
201207,144380
124767,110070
354133,134741
95847,192665
351364,127530
65676,81697
230643,120337
135249,158498
341634,284757
44103,112164
261246,117183
33148,167892
179395,102469
52390,111600
25492,160347
196071,186756
139953,248545
113876,156231
323280,147373
200204,168094
105024,111636
64572,266394
258313,155018
189401,123822
325283,126763
208415,172059
321221,145451
128392,153000
125345,125433
142288,145846
91816,139664
162799,114513
122267,103261
277877,149394
324761,105505
244332,177633
156590,142427
287097,106589
53946,190306
330749,135630
54772,97627
26808,187602
261955,155142
65232,200641
313722,253490
241533,104089
54435,146524
277099,95120
50935,117159
244024,143404
40824,94863
112192,131683
31711,151136
242720,168059
16079,157772
314879,136281
208501,183843
24991,239353
287831,181814
281896,197262
353819,94280
182053,134828
338724,233852
230290,174988
354206,153583
229413,208202
31544,153015
87049,170494
207929,158515
286587,119471
153000,224883
349225,98789
334347,135508
100811,228557
290699,205581
94260,161657
119424,184309
299403,147707
307083,138855
205504,331325
350423,114878
168032,208687
209122,127098
253242,138605
50446,136321
105979,94200
37857,98355
89961,106235
294242,196329
92270,133069
306778,131414
202033,119888
141111,155957
53495,106140
149783,127277
232430,133495
237985,123387
256462,128682
194099,153228
351917,128295
107461,146507
48495,141519
4132,143016
270636,110750
181801,159740
71193,149025
287224,152188
144272,82986
277392,146885
156040,99072
129635,161578
352898,143383
256530,188620
208929,84896
258867,141428
308561,145878
201271,159332
20611,145889
34853,172850
177818,215059
266836,164884
295058,95665
99982,122575
40301,76994
62501,93467
258915,135925
122821,134578
121380,110609
191137,142132
221916,107556
36401,143796
8255,163263
265505,120276
268969,179563
88205,194391
162739,187645
152566,133407
203398,258814
326711,124416
15728,149778
120960,104389
290807,161543
249583,173283
79610,177052
152991,100003
197085,231035
245032,126666
243821,199597
52330,86807
35921,164049
174220,142019
71097,169537
182897,137934
66127,118843
107651,155671
337183,133258
64835,181162
68705,191239
72528,157867
243791,287292
137395,115695
188484,97843
322276,187968
285732,183509
112929,100112
350030,222542
235809,155812
325059,163082
319473,121436
230647,192204
82960,124912
321741,117538
173418,234162
312452,243304
327425,169557
147660,111478
117495,153715
107801,108253
183174,237074
314530,153969
18223,208711
346892,96643
206524,172911
80929,150353
209764,167564
157328,146215
238357,120203
327223,140697
273174,147166
226846,199006
212007,164488
80445,102629
184377,152312
242990,256118
195977,104832
305102,118009
240033,166546
43687,130110
14888,129044
206136,92924
72003,102519
260357,91701
212774,128876
279139,113475
90318,150082
116448,153882
143164,112467
315210,135311
285242,141838
253984,210760
317796,111080
27850,166770
94672,189919
310534,199985
133836,154845
131647,110747
71431,135362
154052,118601
317132,144288
331410,118889
323002,258526
175976,152710
20709,123691
355132,149306
206270,138320
52095,185269
309130,120514
215303,272745
53473,189584
124328,121849
298886,286206
272281,143925
294003,230587
18392,256808
314493,93966
114979,130617
91809,119400
140696,161109
139830,129223
181746,108198
3964,162221
131491,160914
345001,97673
281550,117305
26711,133800
85010,121403
215460,151026
131661,123846
185368,132981
106728,187433
37354,109192
139793,202189
315904,76566
344986,157741
218830,171768
297553,195325
267007,162356
344811,255407
142936,205420
289272,143793
118172,99275
215407,131195
26028,75582
247506,164485
343496,103721
126679,110729
28439,88863
321441,154688
157561,171740
6151,84701
259532,110420
355340,209562
84206,125976
49924,143028
343138,144672
304058,219413
139087,101529
215602,136244
129037,185296
121862,95311
299759,202556
340752,135419
236346,133326
45485,137267
209401,272336
313355,141368
307979,134712
190949,137739
291942,168312
172442,189879
271479,170900
245759,161574
192810,102848
107003,99201
36771,204628
299363,220963
236512,151902
323212,191455
30981,124090
327732,204340
44069,98166
155270,268566
275390,144319
304512,133637
2088,178879
161709,137818
65131,115425
100794,150343
240944,129651
119602,155222
195357,132131
67307,135876
305094,97266
181501,143217
178215,115768
206092,143264
194593,187668
18093,130297
152930,190142
99120,133716
234632,180519
261137,164019
338932,99608
297252,115501
99667,268529
286195,215839
290785,109732
345562,188832
289675,184654
244545,103111
6428,240299
205424,238357
30829,243778
142657,105755
192400,264152
212072,178787
116811,155970
254965,170768
63402,103821
45544,182662
279143,154070
245978,155414
195887,125373
131341,94392
117541,149969
217003,204062
147478,204189
83448,181012
250628,129948
97376,137430
171540,114671
125712,69673
295736,257340
83466,142374
236484,201215
161394,164767
230646,164461
323783,200335
293009,119277
257609,95002
96554,289610
193034,155454
301182,131543
117598,153002
725,139834
246592,207059
118856,241835
46940,172808
283395,105535
196206,132222
59197,132300
193206,98954
293479,84720
306822,211970
330039,138185
186215,181965
245301,97755
198513,145118
184217,151256
215741,102498
199441,100935
162411,161154
110916,141691
4848,195902
182043,141790
129863,184719
8252,235790
42750,156178
9158,144605
309647,198128
299278,129999
149272,115753
4985,141297
190454,151808
49283,255080
156488,275009
256514,203973
171258,103793
163909,98251
12481,127813
266307,98194
71908,82901
343929,106384
258810,112207
124028,177875
321253,158466
87197,188139
55206,168858
332743,154772
176543,167629
95180,211123
61833,289447
235603,193218
209090,176474
16499,173470
214508,142152
230770,154621
280095,153998
58429,97723
108942,130281
307166,140932
65008,240415
295538,123289
240595,221669
90551,106568
32391,102516
33471,151928
175548,153629
23940,102611
344171,219161
346419,190670
43682,120128
257589,114505
346726,239271
342382,182421
121823,166679
133301,92134
203283,271678
298534,96982
54958,130659
193670,149039
77139,143794
109413,161998
154429,282849
298209,176831
336273,104131
353242,197684
308284,94204
69780,170203
103890,123125
105048,167927
93169,167644
318817,200613
43881,262099
305122,213703
146172,101768
80402,173629
45322,114958
78724,101640
195536,174721
305734,91860
248394,127331
293047,112643
242846,108487
255984,109015
224976,99415
199504,107558
144697,125289
310522,132315
115478,121102
315166,177370
303623,164308
115421,141590
42108,192322
200693,144175
126790,156106
64603,127430
318192,181216
128422,180992
216361,174182
329693,132638
58710,139105
330051,84883
158469,132209
183734,271333
336450,168667
89160,152113
222210,148060
149508,199529
13440,123113
242360,82665
96974,188876
51235,125126
48795,84767
10841,223919
330438,159727
78326,124044
163359,111963
169321,133528
144120,99833
27868,125316
74716,123626
131613,129242
302433,146335
276106,99879
100167,120240
90073,227724
38165,143626
172460,178162
149878,124419
88501,140176
215009,181681
99941,106070
131344,100209
327385,127961
108750,132750
6197,104061
214216,158463
68296,110784
349883,128392
18456,255580
116242,95082
117752,247300
40108,165945
332763,113136
108950,121783
199511,107823
165705,119192
227579,136133
352596,228353
199604,218371
27218,172892
355198,129927
355206,103960
52604,340676
272612,176226
251481,131495
107736,145215
259902,199822
325825,192797
200489,286430
254431,137353
77984,96325
238796,150664
211188,224265
314986,102799
110496,137290
25599,124464
30766,119167
35874,102268
85014,163541
106633,103484
221359,250880
350814,119698
273083,108462
130695,184982
88845,155142
12628,128542
67693,175511
155512,97085
225523,166967
112501,101642
187066,164093
347925,227405
34795,160273
34564,146120
304490,159252
260141,199115
124687,176826
59194,91302
323879,131187
187100,128006
41618,127406
214182,153432
347330,128225
85265,186724
200053,202130
62430,117017
184749,196783
324474,123760
345439,81208
344972,185495
237250,120164
220811,241439
285538,211123
210584,177292
277958,134233
16113,156177
294004,159933
221216,132625
159095,108887
207034,149467
155201,225192
230415,316451
350217,125285
114628,87027
106582,156922
62047,182237
183595,123564
156577,134314
94354,161882
170535,190524
30341,147438
311096,168602
94545,120610
21248,126435
284741,215387
14854,112122
291707,135773
209115,213145
272325,256345
5236,93037
205290,106461
31645,118434
48741,110375
130616,191991
186949,170345
236627,143733
118150,238490
234175,143659
287619,173491
274007,113561
207229,125701
12199,114686
326625,178045
348717,108091
150566,138144
98668,102035
247090,128951
321854,178153
335541,152614
89596,129834
22823,154954
314926,138049
32112,160979
232567,165047
54497,145135
33389,82062
155281,120527
119516,138170
248450,106561
205486,108336
284961,147932
230510,155957
150049,274307
325617,198860
118461,175073
58295,96183
82015,103897
108414,193817
350049,131319
58801,146303
120584,98953
217146,213294
308911,175559
95594,109056
4127,194473
55771,164869
139364,157466
305421,110462
95351,81340
346437,104378
12229,93393
7462,117841
156609,205914
110010,121522
218664,161025
85381,215625
271207,185735
92960,178334
159607,118775
24782,136729
330061,276586
315714,168985
17498,136737
314016,110184
122789,191218
204892,147939
82559,120630
38984,175254
197197,118200
337430,106271
108577,183410
308117,233542
2925,190744
235596,180862
139972,140008
97446,185976
113576,139906
206320,187272
83046,132565
102772,175683
269528,118931
107614,103676
34790,125057
130291,109940
53914,100481
95626,198296
248203,232751
352976,177609
177905,147526
46951,105330
293626,159283
323182,181885
83206,168451
151612,93717
34334,124822
14817,103744
37615,108032
147549,124978
186114,300073
146033,129751
148597,100503
99019,78698
68782,103674
157861,169768
346264,153853
135454,100024
178199,126092
93579,211159
298979,190998
157102,103266
116157,112560
65936,97257
141566,157064
264760,164779
126018,218656
161564,141924
315561,125423
330864,174732
118179,234043
132502,118349
340658,160176
96869,182072
221508,148788
45964,115457
25867,157023
66239,173255
225591,108123
276414,179774
279329,121130
207461,146215
67667,153287
211945,129585
115750,124646
57054,114902
226787,126340
108049,165895
232766,92181
69191,141843
102200,110477
331074,234555
98466,119161
80309,161047
219909,138689
13289,234770
9833,86909
5548,182710
285500,159508
101857,201730
154487,188587
155994,119328
56104,129587
250984,120916
64796,158174
3551,160562
44276,111484
176037,109980
17983,147740
105989,157681
289785,116771
46669,141391
63441,120128
285343,192012
296311,184790
158543,154513
269798,145669
308183,124197
329579,152489
39101,173275
188787,124844
256165,159496
284138,240050
1340,198285
323275,161101
255892,176922
103180,169476
234825,113745
157182,155221
340845,221552
327822,107634
316499,98523
322202,224045
99913,138146
44322,178035
346677,127233
99416,165779
164913,170098
327781,152240
131827,139179
105082,96171
341230,158963
306506,235285
133063,175617
125440,141964
303020,126802
34826,107096
233030,113234
81006,114988
69526,91579
247274,204201
213994,126219
168626,159948
123632,136740
97171,172076
354157,151857
343462,170960
295707,377274
19095,180671
311945,256022
84364,103590
62399,132336
34189,86663
182609,146579
145570,136825
132182,149484
150028,132916
111558,113724
26581,192711
296322,266782
224618,149797
43242,109060
227687,231865
10244,105891
132754,107667
291870,103027
95091,112462
271015,186754
89412,100661
186634,121700
58447,161735
277052,147575
333532,100536
103346,135288
198634,102289
312154,149455
319197,115300
148603,83229
19656,113634
184644,197152
145008,139680
205112,136340
157897,126730
326591,100298
241790,192128
139469,140691
246050,134488
295399,152134
136935,133762
340493,279641
258693,150381
230035,123003
347363,190711
70334,108029
277118,138347
256723,203490
168003,155553
231666,158070
184939,139137
238974,173804
321361,191827
208274,192926
325160,127741
92712,134919
221941,227232
4216,138449
205106,167690
85305,199804
317261,112218
309026,121146
204154,91983
54004,118314
163389,223681
100695,102578
85081,142088
193918,159070
35101,105252
265096,111547
179123,163392
60053,121857
174581,137558
200133,125467
6231,137373
131443,187823
21982,101627
117134,156924
63268,177283
55769,183808
168873,155571
517,97503
321673,127199
231064,226651
352261,262935
77354,129992
56060,191562
331096,121990
169219,147903
239288,245378
354245,116508
329774,237462
139628,160000
139254,133173
236113,88811
117479,138724
234642,280549
217,265350
234101,147077
91406,180939
322872,137632
182485,140194
49645,128733
186535,129621
160391,118247
34247,125719
309259,119550
294396,158938
2691,166992
218721,146304
287085,165315
98603,141514
294696,106278
284469,209421
130679,153739
91247,158743
155778,117060
48583,83895
175111,117584
150444,128449
333139,244175
334443,155006
6077,92239
50906,146169
110889,239942
301696,176398
171272,219444
153013,187128
279151,141276
281779,131611
322319,160630
354631,181827
145557,136211
268446,313474
108645,134957
140466,120154
103249,194861
212514,95727
63346,168859
236783,90998
81982,111710
194277,187085
100888,168202
102506,157342
41318,128368
295349,124052
174896,186035
76628,143150
99247,124379
119772,130108
116088,122912
308999,192478
304777,243333
233616,123246
66836,93183
50581,155548
30675,98821
228720,262340
292491,111167
209923,125247
92352,112980
132804,136080
50486,99730
70378,115715
347219,146696
25465,258541
273713,98909
89657,108813
351147,161627
240981,115532
175745,248007
33274,118990
315483,266455
189326,93101
186035,159908
3237,103281
198390,168897
330906,177517
266426,130393
319614,207566
289381,142051
206787,176480
236084,84742
311774,280222
348086,90514
201360,82191
303865,130198
324331,81823
87900,250020
88597,143583
80233,175634
174778,150731
20834,231072
343559,149503
177929,141077
325282,159609
252241,110698
164186,175780
166319,167546
153849,202422
268478,197372
114678,311236
276481,119434
65191,117388
323518,188380
349272,144250
165226,134825
302285,210954
197671,121801
113886,122966
122272,141816
255974,177597
277800,113123
245475,178403
87662,131290
167130,274057
32229,129317
131786,123692
38538,302524
235430,136092
88056,147280
287489,133134
73887,247689
351023,136575
98334,155431
73224,227686
26662,135507
121081,278166
183797,169355
48137,161169
6408,192024
58942,146966
172251,139316
145510,113418
66170,132831
173889,119894
52406,238683
32394,255785
222432,114324
278325,117051
34809,143555
284384,103431
327026,197614
43606,145785
283339,204947
272225,143690
43282,165847
18503,161652
48594,153401
336115,126334
240978,118253
128754,125058
62469,151744
258658,103148
248785,96243
345789,133855
58963,119575
306998,78253
60084,124200
334125,130633
69838,107652
237183,101322
185657,124143
183399,162354
281903,156741
114308,113279
27355,148641
173504,170277
122389,144088
226939,227961
351295,280738
73454,94625
316034,137769
222856,247413
2313,199693
311768,240106
182309,195562
302673,136888
89824,149376
20516,207627
332291,147638
156393,192188
233777,186885
19935,116606
88033,268731
325783,209766
260918,148610
89264,204696
113790,127103
347052,160710
296090,124787
182975,139375
122747,135677
75217,123923
24761,175305
216523,170884
15388,117589
270002,142759
354479,144561
5323,115896
50692,179455
105834,117641
234357,137354
30642,110821
187975,131118
76327,180616
324017,124150
195384,181099
352824,146732
267508,98786
12136,97056
300861,123607
297568,163200
260851,243545
78016,127960
195829,120760
130181,170304
317638,148522
68733,172143
99731,132746
40358,124804
321526,292080
267443,123427
319788,99043
117401,80475
139907,226307
243159,179699
297256,111812
262673,134504
65581,118611
99548,126629
30215,112555
119052,128483
242740,196201
331083,171979
142370,151422
60285,143918
199098,136980
80474,282257
331577,214289
168830,83647
111704,142091
27311,143288
286417,147853
331044,150473
327021,126920
346092,184493
87420,124808
92996,133486
277593,169627
265875,186654
201301,146633
216677,113972
18050,137360
15315,243862
39328,181692
220547,92012
142434,119458
151902,127285
171935,221908
317699,94092
269224,151490
316714,185280
58082,122373
210976,194865
120624,142860
27153,133904
253586,137316
87062,120712
212005,139436
296690,204319
156045,195255
283392,217583
23779,190127
42636,248845
342052,138985
113463,129579
231117,164442
125733,126102
86335,89665
47299,180191
95352,204935
66886,151079
301116,123089
143700,183500
130236,115375
167992,172349
192694,102538
41108,134743
239450,115388
145065,249382
88441,105309
260948,137652
289748,102706
257455,177130
199420,185152
192506,118964
73977,131179
253323,115499
300659,158424
43566,180146
186520,122900
102806,161585
251235,97722
17319,146082
17904,113833
48134,149588
50022,205324
294837,175165
67858,146011
52707,251424
209757,176994
96465,384203
252432,203848
239477,120894
54881,113980
335056,103910
225482,114812
5724,121014
113592,149561
271816,113276
255194,181729
239884,196163
17346,122594
338694,100940
223249,171058
304626,122241
187726,171829
274979,213966
318058,225206
266328,168662
154267,106567
34947,94979
11102,102142
333600,96758
314404,165889
168822,170454
21235,115973
230947,110504
27368,123279
36346,160989
54227,155657
25943,262170
246489,163418
283764,206967
101967,124008
159926,266657
65905,185753
182592,119002
302803,186638
125290,142391
288603,171965
204190,187242
68961,120966
214447,219851
198254,164741
44170,284175
104595,183222
129534,143631
19975,106058
33572,151320
319385,133255
316655,177194
291396,225919
261257,132214
148774,168205
280400,116936
131444,124137
23781,148412
266803,159557
333428,182145
185420,94228
118051,125770
108884,217315
37159,135802
156797,247806
117785,130701
28385,134591
117062,208196
107221,103067
187292,180169
205984,179495
338836,216566
211404,149709
53484,215629
275052,120601
323616,160534
115349,144979
275922,204043
213813,164133
224175,177254
26377,103279
310834,151464
67136,227850
278827,155014
22593,164030
43922,148419
279866,404124
268157,150586
192283,170170
231977,112849
75171,174516
51326,202161
102844,139466
166996,167256
81490,162973
50307,191294
340253,148190
295782,146123
8913,106087
116972,261191
78065,187692
126265,134996
148447,240527
310017,231249
15538,187827
13252,111890
115815,122639
291972,256148
44285,155874
5391,135369
179384,114034
58549,81386
317200,227917
157361,172249
119825,274561
304495,96948
263946,123897
319126,207073
48999,183012
258438,166869
349233,151073
83497,191586
93733,88883
121644,218169
296711,165167
278193,165285
309801,174304
262519,179200
183337,96455
265795,122491
179878,251386
189770,153052
180329,146758
214792,114394
92376,112060
27478,96433
149130,171041
327475,101656
320967,189986
114275,212368
285328,195151
106460,120185
201504,134376
31860,202626
159626,85167
100497,157215
45891,174608
316298,226072
320177,211211
213845,155186
221391,96839
320964,187256
348721,141751
343046,194952
77618,168779
303907,138012
198323,187311
52999,143771
308068,151226
280427,242003
60395,130305
269079,188460
309098,105305
290584,117960
318798,219270
258656,171076
334184,175025
290195,158150
15843,108615
114012,228200
215453,157942
33690,172843
89196,147098
326236,164220
337823,150393
190919,137994
114988,146708
197631,228136
284402,137298
197480,133254
251119,147020
223388,183382
349979,158962
39399,111485
84789,101937
237655,196272
265129,148263
26469,162198
137873,103784
159424,264655
213231,155424
55529,140296
314869,244899
233333,125551
244088,111582
258195,169705
172616,184199
106587,118903
33807,124382
191935,103140
300405,324302
175187,120397
18760,157206
145270,164979
33517,201668
49563,212854
192342,137853
322976,157375
57288,153932
193790,218440
140123,275272
57181,87749
36674,169897
291844,175001
287427,141497
84699,80661
152099,123915
212336,160114
31553,161502
237503,116322
320783,94956
197926,263313
32377,154354
143379,104569
347504,324412
305967,314277
88905,209972
267527,122684
26598,119945
226468,134732
254345,110710
100145,127418
201571,195046
26020,162527
172451,102025
190396,211883
330134,131184
119556,108652
16720,141268
30719,155030
112464,152397
172545,129704
97358,216259
283643,106365
164145,145321
159975,136739
335790,171239
301389,156973
43897,91216
222952,163049
182296,176907
3211,106007
235068,129530
94106,152771
160286,220082
38919,105136
272644,180693
64434,94261
280957,119356
143784,135870
238557,156197
294340,122968
37006,175495
190952,246942
56753,174609
227691,134129
59148,122605
282436,122222
286091,96486
38526,120975
213940,213679
96402,118117
3374,173031
282358,152899
79892,113080
334579,120603
285155,185554
89109,92771
181100,218321
71806,141649
239587,210035
70965,162227
316393,104177
298353,130745
351096,88712
118675,162811
164856,171473
208050,102494
316607,95768
15573,227526
50909,70080
114895,153955
248958,163883
208442,174108
269662,189847
130012,208021
325701,93448
112132,122838
228185,129774
354383,134155
86501,152743
214841,212747
38231,209173
280181,144700
204937,213224
338710,238852
85184,99016
337847,188640
290215,112735
239354,193922
143534,259162
279683,123832
206217,200372
64122,161856
214459,223897
124559,190862
27161,143049
248085,141930
262914,241830
204598,189737
39136,167030
232925,178543
141185,302364
90177,144029
27240,168192
281124,150405
143566,75162
86429,124307
141843,127496
237449,138822
238941,166393
329986,114282
11895,117603
344308,172619
305250,227072
59749,128150
335575,140536
113048,162712
3586,107372
205588,166563
294282,247650
229167,146996
95497,148065
329961,188936
94450,89331
107047,184150
259119,74959
263225,227589
262000,201686
145376,132715
71079,132571
27730,136972
113324,156922
137282,177316
45933,153674
255793,173565
26062,193957
187903,221042
142169,208633
160222,168620
15119,181453
344979,213192
69813,127216
273293,88930
215470,190214
158912,123939
245904,134157
245568,304743
116144,174566
56414,154069
63770,111208
293568,102112
89034,174548
313379,115839
64751,155711
30169,137784
251932,148733
348968,103805
318287,134218
319312,213118
153320,139845
246686,187365
74031,109136
29181,137087
354313,200368
266024,174623
337421,108459
340807,111729
184974,136963
78247,161570
351737,126907
167388,172658
21757,190535
95583,159297
291156,151119
141452,123042
76876,246972
17445,274425
288466,203548
53113,208143
352172,108185
354586,210153
211646,125563
324603,158896
325644,119554
37484,136005
147135,134270
47582,140002
233580,108597
267062,143231
192772,87373
186121,122950
118765,189244
153835,165693
184946,207926
169741,251833
76509,216866
294387,158152
198733,125638
229961,170706
192789,182857
258911,224372
26126,144125
322736,110261
181063,219175
92311,205210
49880,120969
12772,204773
216040,307730
189001,183190
77990,262639
18668,133257
156571,134697
183173,127378
189883,136098
112044,146040
195319,135818
121909,111461
343226,119360
258493,119259
190698,143992
280470,146230
323092,179545
234442,170029
46812,130776
312378,121130
19392,156394
80882,169289
106802,218869
126684,87258
54008,79185
47593,98471
4041,232339
197665,144808
347624,207079
257622,159576
84359,127898
313822,299623
290675,224073
52934,185097
95201,197052
195546,154262
139207,94816
118704,135507
52938,215654
84657,144890
254516,102551
103508,202253
38289,202323
100397,149532
345548,117958
327757,133891
171464,139692
302949,120193
236455,205922
211747,131571
99118,226091
243120,141550
267306,113270
89169,185123
149168,172477
190972,100239
318550,97042
114714,105715
336419,183205
636,224749
351180,125047
184369,117529
100171,290413
157157,196930
64726,172949
152106,117757
143938,142225
239293,184710
338704,132522
108258,135301
216376,75472
302173,195615
118723,106711
58085,151908
213539,147150
324788,140351
316421,177175
284298,111811
223764,153626
17686,200446
209639,107493
61985,120088
114396,167422
333227,155335
303156,230124
191543,129588
295066,97554
196032,141097
342726,127068
349548,174053
302392,155527
62603,125914
68975,108047
53561,124132
135670,126590
105962,185164
318765,158711
25119,117126
72121,162242
314566,150898
54666,135181
193956,96439
148826,172163
209473,119010
270213,169313
189348,200011
45053,256915
108765,202603
12076,122584
28986,144546
117753,93343
236863,91470
284030,108980
39628,174293
217789,176417
179495,235688
211939,175173
232131,146434
297368,126489
289054,103290
95083,204253
245253,131970
100287,293717
325002,284615
173275,169457
261966,104904
349692,233133
251958,111512
202043,145559
192098,143214
271614,273730
302339,168546
140717,112546
195059,138890
46056,133103
333413,135704
294541,172763
11691,127173
304356,138411
300197,123724
65542,146708
100610,105747
88734,166956
305558,166287
241489,116779
94079,298225
109491,135726
17459,153535
255956,238690
30127,156154
223127,127615
276263,164635
153947,174902
27107,216115
257423,120283
302903,331256
137509,112576
112180,152597
310462,108969
285518,129298
40306,192630
291801,108254
295609,221409
47278,140052
238904,166808
353864,154113
213659,128622
332190,114461
170604,129473
335626,131497
285766,102363
232888,129558
61550,120958
239364,218553
273402,130550
351983,214399
59983,97649
24470,140679
98800,130415
245340,280145
78154,94361
247104,166005
240319,112794
162853,120137
85123,79494
114649,219053
263007,252990
310429,217607
261292,206018
286678,141086
135057,202274
88523,212719
230697,126673
84375,116189
11757,193906
32349,147101
348246,147920
19703,113652
173804,150002
115674,122669
95466,133106
301466,143265
103515,98115
102853,135533
284071,197531
128270,141900
340520,108897
317237,155143
279865,119456
317923,177571
319063,140227
3160,199356
143614,174250
104654,116384
334085,157114
89648,126824
14137,289646
18837,201685
67658,139077
345448,208041
304169,237215
302785,103256
11622,143780
226682,111007
132510,111185
61667,134327
128225,119364
121976,132278
27048,336945
178716,162805
242228,166214
240800,123276
173568,138347
302959,202769
343697,218303
3228,247910
31665,131256
69727,212822
106551,138790
339368,269737
171924,169827
195668,158875
191087,142817
344795,202930
81809,120566
291082,149315
57597,122936
354393,93332
217967,153651
91807,203544
286039,184532
43521,204016
173936,233100
239457,178827
86259,136100
144047,107763
215517,112734
29323,143185
49981,132692
178186,152324
268646,156129
87391,100264
40874,235099
206293,113332
257112,160009
220301,132956
288023,221933
355935,151366
181075,201930
58952,157196
210476,181601
107662,188533
340739,210609
270243,119620
187116,143748
30536,228549
82634,172645
220773,113730
3956,211711
156896,161522
310547,108596
290476,116939
114303,113243
103963,152208
305924,211245
64961,239757
60646,95754
316736,120917
282600,138528
209580,120621
89051,119489
76212,144755
274596,157474
174635,123188
99006,96452
22397,144555
226748,171311
236026,218292
127681,229509
111314,148831
262655,218726
106820,183723
221078,173186
104356,146655
289559,153733
275389,143012
138721,100290
79123,83523
227808,212606
236652,151588
32231,125183
229048,158126
187290,152675
22290,149595
283699,118987
296838,154313
320940,117566
214295,153078
20211,203578
289192,109103
177263,112776
223942,197022
325726,130655
351602,196697
221282,204602
99473,181098
167390,99351
133979,210970
266115,134932
199292,118998
180722,176405
208462,131702
29343,157502
271402,161892
186297,127744
217728,188197
37444,180249
100208,126015
239436,161312
81776,183072
91197,151773
346200,146697
264393,236830
208164,218453
35024,151734
496,110364
264073,151721
234462,265439
83184,207010
154803,82293
14133,100967
280348,127304
184834,153849
83785,113237
283225,133468
309884,149279
61196,179666
116872,105451
321379,65074
103188,126730
125830,106654
335783,154168
45498,156302
109173,247709
294914,122704
161637,146124
19881,120744
289481,166297
348484,160352
322315,93537
261371,272602
103488,91334
284340,123963
145497,142756
195287,84241
98179,146886
304859,128007
45155,175212
2186,115196
67530,133763
15548,115179
236437,108713
294671,116730
236539,133384
191810,181036
78418,112067
50346,227205
290287,141335
7354,85417
90452,155599
192608,172366
46509,116781
137198,162763
305895,128982
344993,137866
210956,103373
286787,148335
207311,105868
102711,104176
234804,94186
41746,159414
73876,164373
62202,118033
258449,152172
168566,93721
337376,124196
85833,119471
275660,132600
313586,103972
216353,115367
191079,126769
219135,145894
211797,142452
74119,173968
23009,148579
193762,140674
274450,118300
296971,169240
11921,107256
223740,115008
193925,221538
295080,102761
334193,167348
211992,192818
90203,169904
237814,118641
281252,199035
143572,162066
12013,130526
153235,201796
69851,156468
65844,174660
106715,186911
261655,215272
95780,130869
248172,262405
79120,110286
126686,100638
49584,132062
345740,119563
337332,112858
248091,114852
40854,155976
134724,226351
274351,202079
227584,168055
93242,140775
103292,104391
148411,220764
150204,177515
120480,158377
166041,142599
121890,121079
131088,127990
147719,159235
23800,163535
294679,229883
144413,109304
215565,124098
241649,149364
247955,134996
301025,157336
76880,225961
134990,118394
142766,157992
267187,129071
305390,116677
144018,119098
246975,170006
