SK_ID_CURR,predicted_target
346264,0
135454,0
178199,0
93579,0
298979,0
157102,0
116157,0
65936,0
141566,0
264760,0
126018,0
161564,0
315561,0
330864,0
118179,0
132502,0
340658,0
96869,0
221508,0
45964,0
25867,0
66239,0
225591,0
276414,0
279329,0
207461,0
67667,0
211945,0
115750,0
57054,0
226787,0
108049,0
232766,0
69191,0
102200,0
331074,0
98466,0
80309,0
219909,0
13289,0
9833,0
5548,0
285500,0
101857,0
154487,0
155994,0
56104,0
250984,0
64796,0
3551,0
44276,0
176037,0
17983,0
105989,0
289785,0
46669,0
63441,0
285343,0
296311,0
158543,0
269798,0
308183,0
329579,0
39101,0
188787,0
256165,0
284138,0
1340,0
323275,0
255892,0
103180,0
234825,0
157182,0
340845,0
327822,0
316499,0
322202,0
99913,0
44322,0
346677,0
99416,0
164913,0
327781,0
131827,0
105082,0
341230,0
306506,0
133063,0
125440,0
303020,0
34826,0
233030,0
81006,0
69526,0
247274,0
213994,0
168626,0
123632,0
97171,0
354157,0
343462,0
295707,0
19095,0
311945,0
84364,0
62399,0
34189,0
182609,0
145570,0
132182,0
150028,0
111558,0
26581,0
296322,0
224618,0
43242,0
227687,0
10244,0
132754,0
291870,0
95091,0
271015,0
89412,0
186634,0
58447,0
277052,0
333532,0
103346,0
198634,0
312154,0
319197,0
148603,0
19656,0
184644,0
145008,0
205112,0
157897,0
326591,0
241790,0
139469,0
246050,0
295399,0
136935,0
340493,0
258693,0
230035,0
347363,0
70334,0
277118,0
256723,0
168003,0
231666,0
184939,0
238974,0
321361,0
208274,0
325160,0
92712,0
221941,0
4216,0
205106,0
85305,0
317261,0
309026,0
204154,0
54004,0
163389,0
100695,0
85081,0
193918,0
35101,0
265096,0
179123,0
60053,0
174581,0
200133,0
6231,0
131443,0
21982,0
117134,0
63268,0
55769,0
168873,0
517,0
321673,0
231064,0
352261,0
77354,0
56060,0
331096,0
169219,0
239288,0
354245,0
329774,0
139628,0
139254,0
236113,0
117479,0
234642,0
217,0
234101,0
91406,0
322872,0
182485,0
49645,0
186535,0
160391,0
34247,0
309259,0
294396,0
2691,0
218721,0
287085,0
98603,0
294696,0
284469,0
130679,0
91247,0
155778,0
48583,0
175111,0
150444,0
333139,0
334443,0
6077,0
50906,0
110889,0
301696,0
171272,0
153013,0
279151,0
281779,0
322319,0
354631,0
145557,0
268446,0
108645,0
140466,0
103249,0
212514,0
63346,0
236783,0
81982,0
194277,0
100888,0
102506,0
41318,0
295349,0
174896,0
76628,0
99247,0
119772,0
116088,0
308999,0
304777,0
233616,0
66836,0
50581,0
30675,0
228720,0
292491,0
209923,0
92352,0
132804,0
50486,0
70378,0
347219,0
25465,0
273713,0
89657,0
351147,0
240981,0
175745,0
33274,0
315483,0
189326,0
186035,0
3237,0
198390,0
330906,0
266426,0
319614,0
289381,0
206787,0
236084,0
311774,0
348086,0
201360,0
303865,0
324331,0
87900,0
88597,0
80233,0
174778,0
20834,0
343559,0
177929,0
325282,0
252241,0
164186,0
166319,0
153849,0
268478,0
114678,0
276481,0
65191,0
323518,0
349272,0
165226,0
302285,0
197671,0
113886,0
122272,0
255974,0
277800,0
245475,0
87662,0
167130,0
32229,0
131786,0
38538,0
235430,0
88056,0
287489,0
73887,0
351023,0
98334,0
73224,0
26662,0
121081,0
183797,0
48137,0
6408,0
58942,0
172251,0
145510,0
66170,0
173889,0
52406,0
32394,0
222432,0
278325,0
34809,0
284384,0
327026,0
43606,0
283339,0
272225,0
43282,0
18503,0
48594,0
336115,0
240978,0
128754,0
62469,0
258658,0
248785,0
345789,0
58963,0
306998,0
60084,0
334125,0
69838,0
237183,0
185657,0
183399,0
281903,0
114308,0
27355,0
173504,0
122389,0
226939,0
351295,0
73454,0
316034,0
222856,0
2313,0
311768,0
182309,0
302673,0
89824,0
20516,0
332291,0
156393,0
233777,0
19935,0
88033,0
325783,0
260918,0
89264,0
113790,0
347052,0
296090,0
182975,0
122747,0
75217,0
24761,0
216523,0
15388,0
270002,0
354479,0
5323,0
50692,0
105834,0
234357,0
30642,0
187975,0
76327,0
324017,0
195384,0
352824,0
267508,0
12136,0
300861,0
297568,0
260851,0
78016,0
195829,0
130181,0
317638,0
68733,0
99731,0
40358,0
321526,0
267443,0
319788,0
117401,0
139907,0
243159,0
297256,0
262673,0
65581,0
99548,0
30215,0
119052,0
242740,0
331083,0
142370,0
60285,0
199098,0
80474,0
331577,0
168830,0
111704,0
27311,0
286417,0
331044,0
327021,0
346092,0
87420,0
92996,0
277593,0
265875,0
201301,0
216677,0
18050,0
15315,0
39328,0
220547,0
142434,0
151902,0
171935,0
317699,0
269224,0
316714,0
58082,0
210976,0
120624,0
27153,0
253586,0
87062,0
212005,0
296690,0
156045,0
283392,0
23779,0
42636,0
342052,0
113463,0
231117,0
125733,0
86335,0
47299,0
95352,0
66886,0
301116,0
143700,0
130236,0
167992,0
192694,0
41108,0
239450,0
145065,0
88441,0
260948,0
289748,0
257455,0
199420,0
192506,0
73977,0
253323,0
300659,0
43566,0
186520,0
102806,0
251235,0
17319,0
17904,0
48134,0
50022,0
294837,0
67858,0
52707,0
209757,0
96465,0
252432,0
239477,0
54881,0
335056,0
225482,0
5724,0
113592,0
271816,0
255194,0
239884,0
17346,0
338694,0
223249,0
304626,0
187726,0
274979,0
318058,0
266328,0
154267,0
34947,0
11102,0
333600,0
314404,0
168822,0
21235,0
230947,0
27368,0
36346,0
54227,0
25943,0
246489,0
283764,0
101967,0
159926,0
65905,0
182592,0
302803,0
125290,0
288603,0
204190,0
68961,0
214447,0
198254,0
44170,1
104595,0
129534,0
19975,0
33572,0
319385,0
316655,0
291396,0
261257,0
148774,0
280400,0
131444,0
23781,0
266803,0
333428,0
185420,0
118051,0
108884,0
37159,0
156797,0
117785,0
28385,0
117062,0
107221,0
187292,0
205984,0
338836,0
211404,0
53484,0
275052,0
323616,0
115349,0
275922,0
213813,0
224175,0
26377,0
310834,0
67136,0
278827,0
22593,0
43922,0
279866,0
268157,0
192283,0
231977,0
75171,0
51326,0
102844,0
166996,0
81490,0
50307,0
340253,0
295782,0
8913,0
116972,0
78065,0
126265,0
148447,0
310017,0
15538,0
13252,0
115815,0
291972,0
44285,0
5391,0
179384,0
58549,0
317200,0
157361,0
119825,0
304495,0
263946,0
319126,0
48999,0
258438,0
349233,0
83497,0
93733,0
121644,0
296711,0
278193,0
309801,0
262519,0
183337,0
265795,0
179878,0
189770,0
180329,0
214792,0
92376,0
27478,0
149130,0
327475,0
320967,0
114275,0
285328,0
106460,0
201504,0
31860,0
159626,0
100497,0
45891,0
316298,0
320177,0
213845,0
221391,0
320964,0
348721,0
343046,0
77618,0
303907,0
198323,0
52999,0
308068,0
280427,0
60395,0
269079,0
309098,0
290584,0
318798,0
258656,0
334184,0
290195,0
15843,0
114012,0
215453,0
33690,0
89196,0
326236,0
337823,0
190919,0
114988,0
197631,0
284402,0
197480,0
251119,0
223388,0
349979,0
39399,0
84789,0
237655,0
265129,0
26469,0
137873,0
159424,0
213231,0
55529,0
314869,0
233333,0
244088,0
258195,0
172616,0
106587,0
33807,0
191935,0
300405,0
175187,0
18760,0
145270,0
33517,0
49563,0
192342,0
322976,0
57288,0
193790,0
140123,0
57181,0
36674,0
291844,0
287427,0
84699,0
152099,0
212336,0
31553,0
237503,0
320783,0
197926,0
32377,0
143379,0
347504,0
305967,0
88905,0
267527,0
26598,0
226468,0
254345,0
100145,0
201571,0
26020,0
172451,0
190396,0
330134,0
119556,0
16720,0
30719,0
112464,0
172545,0
97358,0
283643,0
164145,0
159975,0
335790,0
301389,0
43897,0
222952,0
182296,0
3211,0
235068,0
94106,0
160286,0
38919,0
272644,0
64434,0
280957,0
143784,0
238557,0
294340,0
37006,0
190952,0
56753,0
227691,0
59148,0
282436,1
286091,0
38526,0
213940,0
96402,0
3374,0
282358,0
79892,0
334579,0
285155,0
89109,0
181100,0
71806,0
239587,0
70965,0
316393,0
298353,0
351096,0
118675,0
164856,0
208050,0
316607,0
15573,0
50909,0
114895,0
248958,0
208442,0
269662,0
130012,0
325701,0
112132,0
228185,0
354383,0
86501,0
214841,0
38231,0
280181,0
204937,0
338710,0
85184,0
337847,0
290215,0
239354,0
143534,0
279683,0
206217,0
64122,0
214459,0
124559,0
27161,0
248085,0
262914,0
204598,0
39136,0
232925,0
141185,0
90177,0
27240,0
281124,0
143566,0
86429,0
141843,0
237449,0
238941,0
329986,0
11895,0
344308,0
305250,0
59749,0
335575,0
113048,0
3586,0
205588,0
294282,0
229167,0
95497,0
329961,0
94450,0
107047,0
259119,0
263225,0
262000,0
145376,0
71079,0
27730,0
113324,0
137282,0
45933,0
255793,0
26062,0
187903,0
142169,0
160222,0
15119,0
344979,0
69813,0
273293,0
215470,0
158912,0
245904,0
245568,0
116144,0
56414,0
63770,0
293568,0
89034,0
313379,0
64751,0
30169,0
251932,0
348968,0
318287,0
319312,0
153320,0
246686,0
74031,0
29181,0
354313,0
266024,0
337421,0
340807,0
184974,0
78247,0
351737,0
167388,0
21757,0
95583,0
291156,0
141452,0
76876,0
17445,0
288466,0
53113,0
352172,0
354586,0
211646,0
324603,0
325644,0
37484,0
147135,0
47582,0
233580,0
267062,0
192772,0
186121,0
118765,0
153835,0
184946,0
169741,0
76509,0
294387,0
198733,0
229961,0
192789,0
258911,0
26126,0
322736,0
181063,0
92311,0
49880,0
12772,0
216040,0
189001,0
77990,0
18668,0
156571,0
183173,0
189883,0
112044,0
195319,0
121909,0
343226,0
258493,0
190698,0
280470,0
323092,0
234442,0
46812,0
312378,0
19392,0
80882,0
106802,0
126684,0
54008,0
47593,0
4041,0
197665,0
347624,0
257622,0
84359,0
313822,0
290675,0
52934,0
95201,0
195546,0
139207,0
118704,0
52938,0
84657,0
254516,0
103508,0
38289,0
100397,0
345548,0
327757,0
171464,0
302949,0
236455,0
211747,0
99118,0
243120,0
267306,0
89169,0
149168,0
190972,0
318550,0
114714,0
336419,0
636,0
351180,0
184369,0
100171,0
157157,0
64726,0
152106,0
143938,0
239293,0
338704,0
108258,0
216376,0
302173,0
118723,0
58085,1
213539,0
324788,0
316421,0
284298,0
223764,0
17686,0
209639,0
61985,0
114396,0
333227,0
303156,0
191543,0
295066,0
196032,0
342726,0
349548,0
302392,0
62603,0
68975,0
53561,0
135670,0
105962,0
318765,0
25119,0
72121,0
314566,0
54666,0
193956,0
148826,0
209473,0
270213,0
189348,0
45053,0
108765,0
12076,0
28986,0
117753,0
236863,0
284030,0
39628,0
217789,0
179495,0
211939,0
232131,0
297368,0
289054,0
95083,0
245253,0
100287,0
325002,0
173275,0
261966,0
349692,0
251958,0
202043,0
192098,0
271614,0
302339,0
140717,0
195059,0
46056,0
333413,0
294541,0
11691,0
304356,0
300197,0
65542,0
100610,0
88734,0
305558,0
241489,0
94079,0
109491,0
17459,0
255956,0
30127,0
223127,0
276263,0
153947,0
27107,0
257423,0
302903,0
137509,0
112180,0
310462,0
285518,0
40306,0
291801,0
295609,0
47278,0
238904,0
353864,0
213659,0
332190,0
170604,0
335626,0
285766,0
232888,0
61550,0
239364,0
273402,0
351983,0
59983,0
24470,0
98800,0
245340,0
78154,0
247104,0
240319,0
162853,0
85123,0
114649,0
263007,0
310429,0
261292,0
286678,0
135057,0
88523,0
230697,0
84375,0
11757,0
32349,0
348246,0
19703,0
173804,0
115674,0
95466,0
301466,0
103515,0
102853,0
284071,0
128270,0
340520,0
317237,0
279865,0
317923,0
319063,0
3160,0
143614,0
104654,0
334085,0
89648,0
14137,0
18837,0
67658,0
345448,0
304169,0
302785,0
11622,0
226682,0
132510,0
61667,0
128225,0
121976,0
27048,0
178716,0
242228,0
240800,0
173568,0
302959,0
343697,0
3228,0
31665,0
69727,0
106551,0
339368,0
171924,0
195668,0
191087,0
344795,0
81809,0
291082,0
57597,0
354393,0
217967,0
91807,0
286039,0
43521,0
173936,0
239457,0
86259,0
144047,0
215517,0
29323,0
49981,0
178186,0
268646,0
87391,0
40874,0
206293,0
257112,0
220301,0
288023,0
355935,0
181075,0
58952,0
210476,0
107662,0
340739,0
270243,0
187116,0
30536,0
82634,0
220773,0
3956,0
156896,0
310547,0
290476,0
114303,0
103963,0
305924,0
64961,0
60646,0
316736,0
282600,0
209580,0
89051,0
76212,0
274596,0
174635,0
99006,0
22397,0
226748,0
236026,0
127681,0
111314,0
262655,0
106820,0
221078,0
104356,0
289559,0
275389,0
138721,0
79123,0
227808,0
236652,0
32231,0
229048,0
187290,0
22290,0
283699,0
296838,0
320940,0
214295,0
20211,0
289192,0
177263,0
223942,0
325726,0
351602,0
221282,0
99473,0
167390,0
133979,0
266115,0
199292,0
180722,0
208462,0
29343,0
271402,0
186297,0
217728,0
37444,0
100208,0
239436,0
81776,0
91197,0
346200,0
264393,0
208164,0
35024,0
496,0
264073,0
234462,0
83184,0
154803,0
14133,0
280348,0
184834,0
83785,0
283225,0
309884,0
61196,0
116872,0
321379,0
103188,0
125830,0
335783,0
45498,0
109173,0
294914,0
161637,0
19881,0
289481,0
348484,0
322315,0
261371,0
103488,0
284340,0
145497,0
195287,0
98179,0
304859,0
45155,0
2186,0
67530,0
15548,0
236437,0
294671,0
236539,0
191810,1
78418,0
50346,0
290287,0
7354,0
90452,0
192608,0
46509,0
137198,0
305895,0
344993,0
210956,0
286787,0
207311,0
102711,0
234804,0
41746,0
73876,0
62202,0
258449,0
168566,0
337376,0
85833,0
275660,0
313586,0
216353,0
191079,0
219135,0
211797,0
74119,0
23009,0
193762,0
274450,0
296971,0
11921,0
223740,0
193925,0
295080,0
334193,0
211992,0
90203,0
237814,0
281252,0
143572,0
12013,0
153235,0
69851,0
65844,0
106715,0
261655,0
95780,0
248172,0
79120,0
126686,0
49584,0
345740,0
337332,0
248091,0
40854,0
134724,0
274351,0
227584,0
93242,0
103292,0
148411,0
150204,0
120480,0
166041,0
121890,0
131088,0
147719,0
23800,0
294679,0
144413,0
215565,0
241649,0
247955,0
301025,0
76880,0
134990,0
142766,0
267187,0
305390,0
144018,0
246975,0
226751,0
165584,0
204048,0
281425,0
283852,0
282047,0
214340,0
102811,0
105619,0
5400,0
348112,0
313510,0
142634,0
218907,0
36535,0
12186,0
341347,0
156306,0
321962,0
187676,0
3889,0
238056,0
284912,0
243968,0
130199,0
225163,0
270679,0
21123,0
204987,0
288500,0
301550,0
220652,0
171216,0
97299,0
264123,0
324419,0
225637,0
131620,0
209277,0
61457,0
243409,0
251703,0
15709,0
169433,0
336935,0
205,0
131224,0
339859,0
118776,0
250800,0
180752,0
93234,0
271103,0
340529,0
305951,0
195728,0
24854,0
203238,0
12623,0
252312,0
188605,0
213035,0
295489,0
285758,0
24813,0
219498,0
65785,0
14060,0
180709,0
164861,0
25849,0
78848,0
82666,0
346765,0
333805,0
65924,0
12495,0
64827,0
292832,0
61831,0
86846,0
103161,0
118988,0
119297,0
46638,0
200795,0
152356,0
348236,0
166489,0
126251,0
159078,0
246469,0
279908,0
134413,0
66150,0
276455,0
35343,0
8295,0
94439,0
304889,0
167153,0
161693,0
169716,0
346970,0
282000,0
196215,0
194567,0
64373,0
302162,0
314286,0
28630,0
24067,0
16459,0
202816,0
127422,0
113077,0
216703,0
347025,0
295724,0
145205,0
255470,0
144073,0
163849,0
61968,0
93692,0
95396,0
82161,0
97360,0
5099,0
347565,0
79399,0
274107,0
196880,0
140468,0
176510,0
238439,0
117885,0
134405,0
278546,0
161629,0
63748,0
46968,0
160810,0
354804,0
251327,0
1093,0
287138,0
205151,0
251268,0
64691,0
291816,0
179444,0
14078,0
161780,0
351945,0
260424,0
69687,0
21443,0
297586,0
31877,0
2935,0
15491,0
149713,0
17350,0
219355,0
204486,0
334144,0
246344,0
270776,0
191605,0
141564,0
193669,0
88705,0
234244,0
113907,0
15624,0
143391,0
97421,0
29453,0
146749,0
60855,0
301212,0
135753,0
49071,0
29572,0
17348,0
216151,0
12261,0
73303,0
297430,0
347625,0
256045,0
154950,0
349203,0
303449,0
230533,0
280446,0
71490,0
60421,0
205212,0
52093,0
12732,0
44747,0
323213,0
158418,0
112012,0
174784,0
182585,0
43532,0
174845,0
222746,0
41422,0
170584,0
174032,0
31246,0
325790,0
266569,0
299300,0
193019,0
147406,0
310089,0
26794,0
284241,0
258325,0
41057,0
322869,0
260372,0
225466,0
116484,0
20726,0
47524,0
96458,0
49005,0
129112,0
77942,0
269857,0
197364,0
185327,0
24354,0
334101,0
124173,0
235423,0
118376,0
300752,0
145704,0
66346,0
283676,0
19441,0
65159,0
352867,0
203326,0
88057,0
133729,0
199229,0
216479,0
66724,0
334413,0
66096,0
163932,0
100920,0
54737,0
202820,0
121191,0
141068,0
16709,0
55257,0
287127,0
334387,0
179078,0
73087,0
236099,0
42389,0
262142,0
134819,0
57321,0
11054,0
70490,0
98323,0
292796,0
221290,0
353739,0
138185,0
128749,0
121016,0
31392,0
90337,0
6184,0
289751,0
265702,0
273671,0
270366,0
198838,0
17433,0
72954,0
206885,0
137297,0
197123,0
287978,0
312331,0
21949,0
261904,0
265843,0
326422,0
91483,0
216449,0
96466,0
351588,0
7052,0
106767,0
26169,0
234490,0
341855,0
77963,0
126436,0
189651,0
35177,0
105673,0
206639,0
288745,0
279180,0
118699,0
42588,0
118712,0
289984,0
260587,0
242358,0
145116,0
41428,0
35007,0
130357,0
29132,0
2626,0
288251,0
278000,0
345976,0
116212,0
13455,0
242079,0
285491,0
47549,0
264631,0
74532,0
294513,0
97522,0
186661,0
306567,0
323810,0
347737,0
124610,0
281135,0
147447,0
220689,0
224428,0
180407,0
95345,0
284205,0
264702,0
287958,0
75513,0
25070,0
317379,0
238381,0
177144,0
211006,0
276436,0
207847,0
332778,0
177962,0
97702,0
5057,0
145178,0
186584,0
256461,0
26937,0
256087,0
7785,0
85387,0
188442,0
154282,0
3596,0
297441,0
172252,0
155518,0
282475,0
98584,0
45072,0
343082,0
146689,0
173717,0
31607,0
37588,0
103725,0
176316,0
353028,0
64250,0
732,0
66211,0
38939,0
339790,0
70641,0
162868,0
181571,0
152360,0
217167,0
272918,0
213989,0
306557,0
270447,0
285411,0
110894,0
348581,0
183864,0
47968,0
293588,0
281045,0
108480,0
14490,0
175420,0
204866,0
332938,0
278934,0
80806,0
212365,0
284407,0
95599,0
343555,0
127349,0
100399,0
20959,0
129850,0
144506,0
354580,0
194657,0
21213,0
87454,0
251082,0
299243,0
177320,0
172396,0
57935,0
205884,0
291879,0
345481,0
81144,0
290447,0
183429,0
126943,0
103840,0
342720,0
83171,0
319328,0
168992,0
241115,0
4703,0
159038,0
78015,0
245525,0
35423,0
36205,0
89244,0
58350,0
230795,0
21546,0
258773,0
22419,0
48490,0
